		skill_uuid	onet_soc_code	onet_element_id	skill_name	count
491	96808	96808	11-9161.00	43232605	statistical software	649
492	96829	96829	11-9199.01	43232112	document publishing software	1
493	96838	96838	11-9199.01	43232202	enterprise content management ecm software	21
494	96863	96863	11-9199.01	43233004	microsoft windows	35359
495	96869	96869	11-9199.01	43232605	risk management software	75
496	96871	96871	11-9199.01	43232606	sap ehs management	1
497	96883	96883	11-9199.01	43232403	xml authoring software	11
498	96896	96896	11-9199.02	43232705	apple safari	4
499	96911	96911	11-9199.02	43232605	data analysis software	41
500	96912	96912	11-9199.02	43232304	database management software	86
501	96954	96954	11-9199.02	43232606	protiviti governance portal	2
502	96963	96963	11-9199.02	43231603	tax accounting software	37
503	96978	96978	11-9199.03	43233506	microsoft mappoint	10
504	96986	96986	11-9199.03	43231604	portfolio analysis software	2
505	96987	96987	11-9199.03	43232202	readsoft software	2
506	96988	96988	11-9199.03	43232605	risk analysis software	5
507	97018	97018	11-9199.04	43231506	jda master planning	3
508	97020	97020	11-9199.04	43231506	manhattan scale	5
509	97035	97035	11-9199.04	43231508	oracle inventory	33
510	97039	97039	11-9199.04	43231506	qad mfg pro	13
511	97041	97041	11-9199.04	43232605	sap apo	159
512	97043	97043	11-9199.04	43231506	sap scm	21
513	97051	97051	11-9199.07	46171635	explosives detectors	1
514	97057	97057	11-9199.07	46171619	physical access control systems	5
515	97073	97073	11-9199.07	43232603	maintenance management software	69
516	97118	97118	11-9199.09	27111707	adjustable wrenches	25
517	97121	97121	11-9199.09	41111621	digital calipers	13
518	97123	97123	11-9199.09	41113638	digital oscilloscopes	32
519	97133	97133	11-9199.09	41113628	megohmmeters	2
520	97137	97137	11-9199.09	27111701	phillips head screwdrivers	4
521	97142	97142	11-9199.09	24101611	rigging equipment	27
522	97146	97146	11-9199.09	24101623	tower cranes	3
523	97148	97148	11-9199.09	41113637	voltage testers	2
524	97175	97175	11-9199.10	45121516	digital video cameras	12
525	97211	97211	11-9199.11	43233506	esri arcmap	6
526	97220	97220	11-9199.11	43232604	minesight software	1
527	97241	97241	13-1011.00	43231603	tax planning software	3
528	97258	97258	13-1021.00	43231508	inventory management system software	1
529	97287	97287	13-1022.00	43231508	inventory control systems	667
530	97310	97310	13-1022.00	43231602	sage erp accpac	2
531	97335	97335	13-1023.00	43231601	cost accounting software	6
532	97336	97336	13-1023.00	43231604	cost estimation software	3
533	97342	97342	13-1023.00	43231604	financial analysis software	14
534	97426	97426	13-1031.02	43211715	data collectors	39
535	97429	97429	13-1031.02	43211715	field computers	9
536	97507	97507	13-1032.00	43231507	cost estimating software	19
537	97522	97522	13-1041.01	41104008	atmosphere monitors	9
538	97545	97545	13-1041.01	41112501	flowmeters	7
539	97549	97549	13-1041.01	41115201	ground penetrating radar gpr	1
540	97558	97558	13-1041.01	41115306	interferometers	4
541	97578	97578	13-1041.01	41112101	piezoelectric sensors	35
542	97589	97589	13-1041.01	41104017	sample bottles	3
543	97593	97593	13-1041.01	30191502	scaffolding	490
544	97633	97633	13-1041.01	43232605	scribe	138
545	97639	97639	13-1041.02	43211711	document scanners	11
546	97657	97657	13-1041.02	43232111	document scanning software	2
547	97703	97703	13-1041.04	43232306	brioquery	4
548	97704	97704	13-1041.04	43231507	coeus	1
549	97708	97708	13-1041.04	43231508	inventory control system software	1
550	97711	97711	13-1041.04	43233502	microsoft netmeeting	1
551	97719	97719	13-1041.04	43232202	records management software	9
552	97721	97721	13-1041.04	43231506	shipping software	80
553	97736	97736	13-1041.06	44102605	dictation equipment	4
554	97760	97760	13-1041.06	42132205	surgical gloves	1
555	97766	97766	13-1041.06	43232102	3d graphics software	3
556	97849	97849	13-1051.00	43231601	jd edwards software	131
557	97880	97880	13-1071.00	52161535	digital audio recorders	1
558	97889	97889	13-1071.00	45111609	video projectors	1
559	97899	97899	13-1071.00	43231505	adp workforce now	593
560	97901	97901	13-1071.00	43232303	applicant tracking software	29
561	97904	97904	13-1071.00	43232605	assessment software	19
562	97913	97913	13-1071.00	43231505	bullhorn	63
563	97914	97914	13-1071.00	43231505	bullhorn applicant tracking system	1
564	97920	97920	13-1071.00	43231505	coats	55
565	97927	97927	13-1071.00	43231505	equest	38
566	97931	97931	13-1071.00	43232306	google	14614
567	97946	97946	13-1071.00	43231505	icims	39
568	97949	97949	13-1071.00	43231505	intelius	3
569	97973	97973	13-1071.00	43233503	microsoft sharepoint	1407
570	97979	97979	13-1071.00	43232306	online databases	52
571	98021	98021	13-1071.00	43231505	tempworks	4
572	98033	98033	13-1074.00	25101503	passenger cars	72
573	98035	98035	13-1074.00	25101507	pickup trucks	11
574	98036	98036	13-1074.00	43191501	smart phones	3633
575	98038	98038	13-1074.00	43231601	bookkeeping software	26
576	98046	98046	13-1075.00	44101501	digital copiers	26
577	98048	98048	13-1075.00	43211711	image scanners	3
578	98076	98076	13-1081.00	43211508	workstation platforms	2
579	98078	98078	13-1081.00	43232303	customer relationship management crm software	81
580	98092	98092	13-1081.00	43231503	order management software	34
581	98113	98113	13-1081.01	43231506	i2 transportation modeler	1
582	98122	98122	13-1081.01	43231506	logistics management information lmi database software	1
583	98140	98140	13-1081.01	43232402	prolog	119
584	98161	98161	13-1081.02	43231506	fleet management software	12
585	98162	98162	13-1081.02	43232101	flow chart software	3
586	98194	98194	13-1081.02	43232305	reporting software	320
587	98212	98212	13-1111.00	43232313	customer information control system cics	2
588	98225	98225	13-1111.00	43232407	ibm rational requisitepro	3
589	98227	98227	13-1111.00	43232305	information builders webfocus	5
590	98229	98229	13-1111.00	43233004	job control language jcl	7
591	98232	98232	13-1111.00	43231602	microsoft business intelligence bi	7
592	98242	98242	13-1111.00	43232305	microsoft sql server reporting services	38
593	98244	98244	13-1111.00	43231507	microsoft team foundation server	94
594	98296	98296	13-1121.00	43232306	certain software	5
595	98329	98329	13-1131.00	43232303	audienceview ticketing	1
596	98363	98363	13-1141.00	43231605	adp enterprise etime	14
597	98376	98376	13-1141.00	43231505	benelogic	2
598	98391	98391	13-1141.00	43231505	ibm cognos	128
599	98393	98393	13-1141.00	43231505	infinityhr	3
600	98395	98395	13-1141.00	43231602	lawson software	115
601	98413	98413	13-1141.00	43231507	project planning software	21
602	98415	98415	13-1141.00	43231605	sage abra	23
603	98484	98484	13-1151.00	43232202	interwoven software	1
604	98508	98508	13-1151.00	43232106	prezi	171
605	98549	98549	13-1161.00	43231602	aprimo marketing	20
606	98551	98551	13-1161.00	43232408	cascading style sheets css	45
607	98565	98565	13-1161.00	43232309	factiva	6
608	98566	98566	13-1161.00	43232309	fedbizops	1
609	98626	98626	13-1161.00	43232605	survey software	28
610	98640	98640	13-1161.00	43232309	walmart retail link	1
611	98645	98645	13-1199.01	41111809	blower doors	1
612	98652	98652	13-1199.01	41113630	digital multimeters	36
613	98663	98663	13-1199.01	41115321	infrared cameras	2
614	98666	98666	13-1199.01	41115308	light meters	1
615	98667	98667	13-1199.01	41103311	manometers	2
616	98675	98675	13-1199.01	41113637	volt meters	46
617	98688	98688	13-1199.01	43232306	dbase	17
618	98695	98695	13-1199.01	43232605	energyplus	6
619	98733	98733	13-1199.01	43232605	trane trace	24
620	98739	98739	13-1199.02	46171524	card readers	24
621	98742	98742	13-1199.02	43211501	computer server equipment	1
622	98744	98744	13-1199.02	45121516	digital video recorders	9
623	98745	98745	13-1199.02	46171619	electronic access control systems	9
624	98746	98746	13-1199.02	46171604	intrusion detection systems	165
625	98747	98747	13-1199.02	41113806	magnetometers	7
626	98754	98754	13-1199.02	43232801	accessdata ftk	5
627	98770	98770	13-1199.02	43232306	ibm informix	33
628	98773	98773	13-1199.02	43233204	kismet	7
629	98777	98777	13-1199.02	43233205	metasploit	69
630	98790	98790	13-1199.02	43233205	nessus	242
631	98791	98791	13-1199.02	43233205	nmap	93
632	98796	98796	13-1199.02	43232102	photo editing software	21
633	98801	98801	13-1199.02	43232402	ruby	15804
634	98809	98809	13-1199.02	43232901	tivoli	648
635	98846	98846	13-1199.04	43201835	storage area network equipment	2
636	98848	98848	13-1199.04	43221522	teleconferencing systems	7
637	98851	98851	13-1199.04	43231602	business continuity software	3
638	98852	98852	13-1199.04	43231602	ca clarity ppm	5
639	98853	98853	13-1199.04	43233004	computer operating systems	161
640	98858	98858	13-1199.04	43233415	enterprise backup systems	4
641	98918	98918	13-1199.06	43202010	external hard drives	9
642	98919	98919	13-1199.06	43212101	label printers	26
643	98926	98926	13-1199.06	43232408	apache struts	29
644	98928	98928	13-1199.06	43232107	blogging software	5
645	98935	98935	13-1199.06	43232408	enterprise javabeans	4
646	98941	98941	13-1199.06	43232611	google checkout	10
647	98951	98951	13-1199.06	43232405	jquery	17376
648	98964	98964	13-1199.06	43233508	mobile application software	3
649	98969	98969	13-1199.06	43232611	paypal	49
650	98994	98994	13-2011.01	43232606	accounting compliance software	4
651	98996	98996	13-2011.01	43231601	accounts payable software	49
652	99008	99008	13-2011.01	43231601	asset management software	33
653	99026	99026	13-2011.01	43231603	cch prosystem fx tax	7
654	99038	99038	13-2011.01	43232402	extensible business reporting language xbrl	1
655	99046	99046	13-2011.01	43231601	general ledger software	94
656	99053	99053	13-2011.01	43231603	income tax return preparation software	1
657	99056	99056	13-2011.01	43231603	intuit proseries	151
658	99069	99069	13-2011.01	43231602	microsoft dynamics sl	150
659	99100	99100	13-2011.01	43232306	practice management software pms	4
660	99116	99116	13-2011.01	43231602	sage mas 200	19
661	99130	99130	13-2011.01	43231603	universal tax systems taxwise	23
662	99143	99143	13-2011.02	43232605	acl audit exchange	1
663	99164	99164	13-2011.02	43231601	client billing software	1
664	99168	99168	13-2011.02	43232307	data extraction software	11
665	99172	99172	13-2011.02	43231604	financial competence	3
666	99175	99175	13-2011.02	43232104	google docs	220
667	99184	99184	13-2011.02	43231604	internal audit software	9
668	99201	99201	13-2011.02	43231513	microsoft works	38
669	99220	99220	13-2011.02	43231604	psi software	1
670	99239	99239	13-2011.02	43232103	techsmith camtasia	5
671	99255	99255	13-2021.01	55111508	electronic maps	77
672	99259	99259	13-2021.01	41111615	laser measuring devices	1
673	99275	99275	13-2021.01	43232605	computer assisted mass appraisal cama software	1
674	99390	99390	13-2031.00	43231602	adaptive planning	71
675	99393	99393	13-2031.00	43232402	business objects data integrator	3
676	99406	99406	13-2031.00	43232314	ibm cognos business intelligence	3
677	99424	99424	13-2031.00	43231602	outlooksoft	17
678	99433	99433	13-2031.00	43231602	sap business one	101
679	99501	99501	13-2051.00	43232105	data visualization software	11
680	99513	99513	13-2051.00	43231604	financial modeling software	15
681	99539	99539	13-2051.00	43232605	mathematical software	3
682	99557	99557	13-2051.00	43231604	monte carlo simulation software	5
683	99581	99581	13-2051.00	43232605	pattern recognition software	4
684	99584	99584	13-2051.00	43231604	portfolio management software	28
685	99585	99585	13-2051.00	43231604	pricing software	27
686	99589	99589	13-2051.00	43232104	report generation software	3
687	99595	99595	13-2051.00	43232605	sas jmp	20
688	99641	99641	13-2052.00	43231604	advent axys	63
689	99652	99652	13-2052.00	43232303	crm software junxure	1
690	99693	99693	13-2052.00	43231604	microsoft money	1
691	99699	99699	13-2052.00	43232605	monte carlo software	1
692	99700	99700	13-2052.00	43231604	morningstar principia	2
693	99701	99701	13-2052.00	43231604	needs analysis software	1
694	99745	99745	13-2053.00	43231604	fannie mae desktop underwriter	18
695	99768	99768	13-2061.00	43231604	auditing software	28
696	99782	99782	13-2061.00	43232606	nils insource	1
697	99788	99788	13-2061.00	43231507	scrum software	77
698	99793	99793	13-2061.00	43232309	westlaw	70
699	99795	99795	13-2071.00	44101808	financial calculators	52
700	99802	99802	13-2071.00	43233503	chat software	1
701	99807	99807	13-2071.00	43231604	freddie mac loan prospector	7
702	99825	99825	13-2071.01	43221507	autodialers	1
703	99830	99830	13-2071.01	43231602	datatel colleague	2
704	99831	99831	13-2071.01	43232306	edexpress	2
705	99858	99858	13-2072.00	43231604	calyx point	481
706	99943	99943	13-2081.00	43232111	optical character recognition ocr software	1
707	99979	99979	13-2082.00	43231603	proseries software	18
708	99987	99987	13-2082.00	43231603	taxworks software	2
709	99998	99998	13-2099.01	43231604	bloomberg professional	33
710	100013	100013	13-2099.01	43231602	microstrategy desktop	2
711	100088	100088	13-2099.04	43232314	business intelligence software	2079
712	100090	100090	13-2099.04	43232610	electronic health record ehr software	1
713	100092	100092	13-2099.04	43232314	ibm cognos software	1
714	100112	100112	13-2099.04	43232314	tibco spotfire	23
715	100113	100113	13-2099.04	43232306	trizetto qnxt	1
716	100125	100125	15-1111.00	43201803	hard disk drives	9
717	100130	100130	15-1111.00	43211711	laser scanners	7
718	100135	100135	15-1111.00	32101626	microcomputers	26
719	100138	100138	15-1111.00	43201802	network storage arrays	3
720	100148	100148	15-1111.00	43232402	ada	2168
721	100160	100160	15-1111.00	43232302	clustering software	3
722	100162	100162	15-1111.00	43232402	cmake	23
723	100165	100165	15-1111.00	43232307	data mining software	34
724	100167	100167	15-1111.00	43232402	doxygen	20
725	100178	100178	15-1111.00	43232402	ibm rational rose	4
726	100209	100209	15-1111.00	43232302	parallel systems software	10
727	100210	100210	15-1111.00	43232401	perforce software configuration management system	2
728	100225	100225	15-1111.00	43232605	simulation software	213
729	100226	100226	15-1111.00	43232402	software libraries	11
730	100241	100241	15-1111.00	43232103	video editing software	78
731	100248	100248	15-1121.00	43232901	access management software	13
732	100250	100250	15-1121.00	43232704	active directory software	2
733	100252	100252	15-1121.00	43232408	adobe coldfusion	41
734	100264	100264	15-1121.00	43232312	apache http server	35
735	100265	100265	15-1121.00	43232402	apache maven	19
736	100291	100291	15-1121.00	43232406	defect tracking software	22
737	100293	100293	15-1121.00	43232101	diagramming software	7
738	100306	100306	15-1121.00	43232408	ext js	178
739	100312	100312	15-1121.00	43232406	functional testing software	1
740	100318	100318	15-1121.00	43232311	hibernate orm	12
741	100324	100324	15-1121.00	43232306	ibm db2	84
742	100329	100329	15-1121.00	43232401	ibm rational clearcase	2
743	100337	100337	15-1121.00	43232406	integration testing software	3
744	100339	100339	15-1121.00	43232402	j	1451
745	100343	100343	15-1121.00	43233004	kornshell	7
746	100344	100344	15-1121.00	43232408	lamp stack	290
747	100346	100346	15-1121.00	43232406	load testing software	2
748	100356	100356	15-1121.00	43232313	microsoft internet information service iis	3
749	100386	100386	15-1121.00	43232701	oracle application server	57
750	100388	100388	15-1121.00	43232305	oracle business intelligence suite	4
751	100392	100392	15-1121.00	43232403	oracle fusion middleware	117
752	100398	100398	15-1121.00	43232306	oracle jdbc	14
753	100406	100406	15-1121.00	43232604	orcad capture	16
754	100422	100422	15-1121.00	43232406	regression testing software	1
755	100424	100424	15-1121.00	43232702	remote control software	14
756	100425	100425	15-1121.00	43232407	requirements management software	10
757	100431	100431	15-1121.00	43232403	sap netweaver	28
758	100436	100436	15-1121.00	43232405	smalltalk	137
759	100437	100437	15-1121.00	43232801	snort	92
760	100439	100439	15-1121.00	43232401	software distribution software	5
761	100442	100442	15-1121.00	43232408	spring framework	222
762	100446	100446	15-1121.00	43232406	static analysis software	2
763	100451	100451	15-1121.00	43232304	sybase sql server	162
764	100452	100452	15-1121.00	43232702	symantec pcanywhere	2
765	100456	100456	15-1121.00	43232406	system testing software	7
766	100460	100460	15-1121.00	43232406	test design software	2
767	100466	100466	15-1121.00	43232406	unit testing software	6
768	100471	100471	15-1121.00	43232203	version control software	144
769	100474	100474	15-1121.00	43232313	web server software	15
770	100485	100485	15-1121.01	45111607	overhead projectors	4
771	100491	100491	15-1121.01	43232610	cerner millennium	1781
772	100497	100497	15-1121.01	43232610	eclipsys sunrise clinical manager	3
773	100499	100499	15-1121.01	43232610	epic software	56
774	100502	100502	15-1121.01	43232502	learning management system lms software	3
775	100533	100533	15-1122.00	41113718	protocol analyzers	132
