onet_soc_code	occupation_title	description	alternate_title
11-2031.00	n/a	n/a	Public Affairs Specialist
11-2031.00	n/a	n/a	Public Information Director
11-2031.00	n/a	n/a	Public Information Officer
11-2031.00	n/a	n/a	Public Information Relations Manager
11-2031.00	n/a	n/a	Public Relations Coordinator
11-2031.00	n/a	n/a	Public Relations Director
11-2031.00	n/a	n/a	Public Relations Manager (PR Manager)
11-2031.00	n/a	n/a	Public Relations Representative
11-2031.00	n/a	n/a	Public Relations Supervisor
11-2031.00	n/a	n/a	Publicity Director
11-2031.00	n/a	n/a	Publicity Manager
11-2031.00	n/a	n/a	Relationship Manager
11-2031.00	n/a	n/a	Underwriter Solicitation Director
11-2031.00	n/a	n/a	University Relations Director
11-2031.00	n/a	n/a	Account Executive
11-2031.00	n/a	n/a	Account Manager
11-2031.00	n/a	n/a	Account Supervisor
11-2031.00	n/a	n/a	Business Development Director
11-2031.00	n/a	n/a	Communications Director
11-2031.00	n/a	n/a	Community Relations Director
11-2031.00	n/a	n/a	Director of Public Relations
11-2031.00	n/a	n/a	Public Affairs Director
11-2031.00	n/a	n/a	Public Relations Director
11-2031.00	n/a	n/a	Public Relations Manager (PR Manager)
11-3011.00	Administrative Services Managers	Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, facilities planning and maintenance, custodial operations, and other office support services.	n/a
11-3011.00	n/a	n/a	Administrative Assistant
11-3011.00	n/a	n/a	Administrative Coordinator
11-3011.00	n/a	n/a	Administrative Director
11-3011.00	n/a	n/a	Administrative Manager
11-3011.00	n/a	n/a	Administrative Officer
11-3011.00	n/a	n/a	Administrative Secretary
11-3011.00	n/a	n/a	Administrative Services Director
11-3011.00	n/a	n/a	Administrative Services Manager
11-3011.00	n/a	n/a	Administrative Specialist
11-3011.00	n/a	n/a	Administrator
11-3011.00	n/a	n/a	Assistant Manager
11-3011.00	n/a	n/a	Assisted Living Administrator
11-3011.00	n/a	n/a	Building Manager
11-3011.00	n/a	n/a	Buildings And Grounds Manager
11-3011.00	n/a	n/a	Business Administrator
11-3011.00	n/a	n/a	Business Coordinator
11-3011.00	n/a	n/a	Business Manager
11-3011.00	n/a	n/a	Business Office Manager
11-3011.00	n/a	n/a	Business Unit Manager
11-3011.00	n/a	n/a	Chief Administrative Officer
11-3011.00	n/a	n/a	Church Administrator
11-3011.00	n/a	n/a	Court Administrator
11-3011.00	n/a	n/a	Customer Service Representative
11-3011.00	n/a	n/a	Dental Office Manager
11-3011.00	n/a	n/a	Director of Operations
11-3011.00	n/a	n/a	Director of Records Management
11-3011.00	n/a	n/a	Facilities Coordinator
11-3011.00	n/a	n/a	Facilities Director
11-3011.00	n/a	n/a	Facilities Manager
11-3011.00	n/a	n/a	Facility Coordinator
11-3011.00	n/a	n/a	General Manager
11-3011.00	n/a	n/a	Imaging Services Director
11-3011.00	n/a	n/a	Maintenance Manager
11-3011.00	n/a	n/a	Maintenance Superintendent
11-3011.00	n/a	n/a	Medical Office Administrator
11-3011.00	n/a	n/a	Medical Office Manager
11-3011.00	n/a	n/a	Office Manager
11-3011.00	n/a	n/a	Operations Administrator
11-3011.00	n/a	n/a	Operations Coordinator
11-3011.00	n/a	n/a	Operations Director
11-3011.00	n/a	n/a	Operations Specialist
11-3011.00	n/a	n/a	Practice Manager
11-3011.00	n/a	n/a	Property Disposal Manager
11-3011.00	n/a	n/a	Property Disposal Officer
11-3011.00	n/a	n/a	Property Utilization Manager
11-3011.00	n/a	n/a	Radiology Administrator
11-3011.00	n/a	n/a	Records and Information Manager
11-3011.00	n/a	n/a	Records Management Director
11-3011.00	n/a	n/a	Secretary
11-3011.00	n/a	n/a	Service Director
11-3011.00	n/a	n/a	Space Officer
11-3011.00	n/a	n/a	Superintendent, Maintenance, Managerial
11-3011.00	n/a	n/a	Unclaimed Property Officer
11-3011.00	n/a	n/a	Administrative Assistant
11-3011.00	n/a	n/a	Administrative Coordinator
11-3011.00	n/a	n/a	Administrative Manager
11-3011.00	n/a	n/a	Administrative Officer
11-3011.00	n/a	n/a	Administrative Specialist
11-3011.00	n/a	n/a	Administrator
11-3011.00	n/a	n/a	Business Administrator
11-3011.00	n/a	n/a	Business Manager
11-3011.00	n/a	n/a	Director of Operations
11-3011.00	n/a	n/a	Office Manager
11-3021.00	Computer and Information Systems Managers	Plan, direct, or coordinate activities in such fields as electronic data processing, information systems, systems analysis, and computer programming.	n/a
11-3021.00	n/a	n/a	Application Development Director
11-3021.00	n/a	n/a	Business Analyst
11-3021.00	n/a	n/a	Business Intelligence Systems Manager
11-3021.00	n/a	n/a	Chief Information Officer
11-3021.00	n/a	n/a	Chief Innovation Officer
11-3021.00	n/a	n/a	Chief Technical Officer
11-3021.00	n/a	n/a	Chief Technology Officer (CTO)
11-3021.00	n/a	n/a	Computer Operations Manager
11-3021.00	n/a	n/a	Computer Programming Manager
11-3021.00	n/a	n/a	Computer Project Manager
11-3021.00	n/a	n/a	Computer Security Manager
11-3021.00	n/a	n/a	Computer Systems Director of Information
11-3021.00	n/a	n/a	Computing Services Director
11-3021.00	n/a	n/a	Data Center Manager
11-3021.00	n/a	n/a	Data Operations Director
11-3021.00	n/a	n/a	Data Processing Manager
11-3021.00	n/a	n/a	Data Systems Manager
11-3021.00	n/a	n/a	Data Warehouse Architect
11-3021.00	n/a	n/a	Database Development and Administration Project Manager
11-3021.00	n/a	n/a	Development Manager
11-3021.00	n/a	n/a	Director of Application Development
11-3021.00	n/a	n/a	Director of Data Operations
11-3021.00	n/a	n/a	Director of Information Technology
11-3021.00	n/a	n/a	Director of Network
11-3021.00	n/a	n/a	Director of Technology
11-3021.00	n/a	n/a	Enterprise Integration Manager
11-3021.00	n/a	n/a	Enterprise Resource Planner
11-3021.00	n/a	n/a	Financial Engineer
11-3021.00	n/a	n/a	Head of Computer Operations/Technical Services
11-3021.00	n/a	n/a	Head of Information Systems and Data Processing
11-3021.00	n/a	n/a	Head of Systems Applications Programming
11-3021.00	n/a	n/a	Health Informatics Specialist
11-3021.00	n/a	n/a	Health Information Administrator
11-3021.00	n/a	n/a	Health Information Technologist
11-3021.00	n/a	n/a	Information Security Manager
11-3021.00	n/a	n/a	Information Services Manager
11-3021.00	n/a	n/a	Information Support Project Manager
11-3021.00	n/a	n/a	Information Systems Administrator
11-3021.00	n/a	n/a	Information Systems Director (IS Director)
11-3021.00	n/a	n/a	Information Systems Manager (IS Manager)
11-3021.00	n/a	n/a	Information Systems Planner
11-3021.00	n/a	n/a	Information Systems Supervisor (IS Supervisor)
11-3021.00	n/a	n/a	Information Technology Administrator (IT Administrator)
11-3021.00	n/a	n/a	Information Technology Analyst (IT Analyst)
11-3021.00	n/a	n/a	Information Technology Consultant (IT Consultant)
11-3021.00	n/a	n/a	Information Technology Coordinator (IT Coordinator)
11-3021.00	n/a	n/a	Information Technology Director (IT Director)
11-3021.00	n/a	n/a	Information Technology Manager (IT Manager)
11-3021.00	n/a	n/a	Information Technology Planning and Policy Analyst
11-3021.00	n/a	n/a	Information Technology Specialist (IT Specialist)
11-3021.00	n/a	n/a	Information Technology Systems Director (ITS Director)
11-3021.00	n/a	n/a	Interactive Media Project Manager
11-3021.00	n/a	n/a	Internet and E-Business Project Manager
11-3021.00	n/a	n/a	Internet Technology Manager
11-3021.00	n/a	n/a	IT Account Manager (Information Technology Account Manager)
11-3021.00	n/a	n/a	IT Auditor (Information Technology Auditor)
11-3021.00	n/a	n/a	IT Program Management Specialist (Information Technology Program Management Specialist)
11-3021.00	n/a	n/a	Knowledge Manager
11-3021.00	n/a	n/a	Management Information Systems Coordinator (MIS Coordinator)
11-3021.00	n/a	n/a	MIS Director (Management Information Systems Director)
11-3021.00	n/a	n/a	MIS Manager (Management Information Systems Manager)
11-3021.00	n/a	n/a	MIS Specialist (Management Information Systems Specialist)
11-3021.00	n/a	n/a	Network Manager
11-3021.00	n/a	n/a	Network Services and Operations Project Manager
11-3021.00	n/a	n/a	Network Software Manager
11-3021.00	n/a	n/a	Network Support Manager
11-3021.00	n/a	n/a	Networking Administrator
11-3021.00	n/a	n/a	Planning or Project Management Information Technology Specialist
11-3021.00	n/a	n/a	Programming and Software Development Project Manager
11-3021.00	n/a	n/a	Programming Manager
11-3021.00	n/a	n/a	Project or Systems Management Computer Consultant
11-3021.00	n/a	n/a	Quality Assurance Manager (QA Manager)
11-3021.00	n/a	n/a	Reporting Analyst
11-3021.00	n/a	n/a	Software Project Manager
11-3021.00	n/a	n/a	Supervisory Information Technology Specialist (Supervisory IT Specialist)
11-3021.00	n/a	n/a	System Development Manager
11-3021.00	n/a	n/a	Systems Administrator
11-3021.00	n/a	n/a	Systems Development Manager
11-3021.00	n/a	n/a	Systems Manager
11-3021.00	n/a	n/a	Technical Director
11-3021.00	n/a	n/a	Technical Services Manager
11-3021.00	n/a	n/a	Technical Solutions Director
11-3021.00	n/a	n/a	Technology Coordinator
11-3021.00	n/a	n/a	Technology Director
11-3021.00	n/a	n/a	Web Administrator
11-3021.00	n/a	n/a	Web Content Manager
11-3021.00	n/a	n/a	Website Project Manager
11-3021.00	n/a	n/a	Computing Services Director
11-3021.00	n/a	n/a	Data Processing Manager
11-3021.00	n/a	n/a	Director of Application Development
11-3021.00	n/a	n/a	Information Systems Director (IS Director)
11-3021.00	n/a	n/a	Information Systems Manager (IS Manager)
11-3021.00	n/a	n/a	Information Systems Supervisor (IS Supervisor)
11-3021.00	n/a	n/a	Information Technology Director (IT Director)
11-3021.00	n/a	n/a	Information Technology Manager (IT Manager)
11-3021.00	n/a	n/a	MIS Director (Management Information Systems Director)
11-3021.00	n/a	n/a	Technical Services Manager
11-3031.00	Financial Managers	Plan, direct, or coordinate accounting, investing, banking, insurance, securities, and other financial activities of a branch, office, or department of an establishment.	n/a
11-3031.00	n/a	n/a	Banking Center Manager
11-3031.00	n/a	n/a	Banking Manager
11-3031.00	n/a	n/a	City Comptroller
11-3031.00	n/a	n/a	City Treasurer
11-3031.00	n/a	n/a	Comptroller
11-3031.00	n/a	n/a	Credit Manager
11-3031.00	n/a	n/a	Financial Director
11-3031.00	n/a	n/a	Financial Officer
11-3031.00	n/a	n/a	Fiscal Manager
11-3031.00	n/a	n/a	International Bank Manager
11-3031.00	n/a	n/a	Residential Mortgage Manager
11-3031.01	Treasurers and Controllers	Direct financial activities, such as planning, procurement, and investments for all or part of an organization.	n/a
11-3031.01	n/a	n/a	Business Manager
11-3031.01	n/a	n/a	Chief Financial Officer (CFO)
11-3031.01	n/a	n/a	Chief School Finance Officer
11-3031.01	n/a	n/a	City Comptroller
11-3031.01	n/a	n/a	City Controller
11-3031.01	n/a	n/a	City Treasurer
11-3031.01	n/a	n/a	Comptroller
11-3031.01	n/a	n/a	Controller
11-3031.01	n/a	n/a	Controller, Operations, and HR Manager
11-3031.01	n/a	n/a	Corporate Controller
11-3031.01	n/a	n/a	Cost Controller
11-3031.01	n/a	n/a	County Treasurer
11-3031.01	n/a	n/a	Director of Finance
11-3031.01	n/a	n/a	Finance Director
11-3031.01	n/a	n/a	Finance Manager
11-3031.01	n/a	n/a	Finance Specialist
11-3031.01	n/a	n/a	Finance Vice President
11-3031.01	n/a	n/a	Financial Administrator
11-3031.01	n/a	n/a	Financial Controller
11-3031.01	n/a	n/a	Financial Director
11-3031.01	n/a	n/a	Financial Engineer
11-3031.01	n/a	n/a	Financial Institution Treasurer
11-3031.01	n/a	n/a	Financial Institution Vice President
11-3031.01	n/a	n/a	Financial Officer
11-3031.01	n/a	n/a	Financier
11-3031.01	n/a	n/a	Fiscal Manager
11-3031.01	n/a	n/a	Fiscal Specialist
11-3031.01	n/a	n/a	Investment Officer
11-3031.01	n/a	n/a	Investments Manager
11-3031.01	n/a	n/a	Payroll Analyst
11-3031.01	n/a	n/a	Payroll Coordinator
11-3031.01	n/a	n/a	Plant Controller
11-3031.01	n/a	n/a	Production Controller
11-3031.01	n/a	n/a	Reserve Officer
11-3031.01	n/a	n/a	School Treasurer
11-3031.01	n/a	n/a	State Comptroller
11-3031.01	n/a	n/a	Treasurer
11-3031.01	n/a	n/a	Trust Officer
11-3031.01	n/a	n/a	Chief Financial Officer (CFO)
11-3031.01	n/a	n/a	Chief School Finance Officer
11-3031.01	n/a	n/a	Comptroller
11-3031.01	n/a	n/a	Controller
11-3031.01	n/a	n/a	Director of Finance
11-3031.01	n/a	n/a	Finance Director
11-3031.01	n/a	n/a	Finance Manager
11-3031.01	n/a	n/a	Finance Vice President
11-3031.01	n/a	n/a	School Treasurer
11-3031.01	n/a	n/a	Treasurer
11-3031.02	Financial Managers, Branch or Department	Direct and coordinate financial activities of workers in a branch, office, or department of an establishment, such as branch bank, brokerage firm, risk and insurance department, or credit department.	n/a
11-3031.02	n/a	n/a	Account Manager
11-3031.02	n/a	n/a	Accountant Supervisor
11-3031.02	n/a	n/a	Accounts Manager
11-3031.02	n/a	n/a	Accounts Supervisor
11-3031.02	n/a	n/a	Actuarial Manager
11-3031.02	n/a	n/a	Asset Manager
11-3031.02	n/a	n/a	Assistant Manager
11-3031.02	n/a	n/a	Assistant Vice President (AVP)
11-3031.02	n/a	n/a	ATM Manager (Automatic Teller Machine Manager)
11-3031.02	n/a	n/a	Auditing Manager
11-3031.02	n/a	n/a	Auditor Supervisor
11-3031.02	n/a	n/a	Bank Advisor
11-3031.02	n/a	n/a	Bank Cashier
11-3031.02	n/a	n/a	Bank Consultant
11-3031.02	n/a	n/a	Bank Manager
11-3031.02	n/a	n/a	Bank Officer
11-3031.02	n/a	n/a	Bank Operations Officer
11-3031.02	n/a	n/a	Bank President
11-3031.02	n/a	n/a	Banking Center Manager (BCM)
11-3031.02	n/a	n/a	Banking Manager
11-3031.02	n/a	n/a	Banking Officer
11-3031.02	n/a	n/a	Banking Supervisor
11-3031.02	n/a	n/a	Branch Banker
11-3031.02	n/a	n/a	Branch Manager
11-3031.02	n/a	n/a	Budget Manager
11-3031.02	n/a	n/a	Cash Manager
11-3031.02	n/a	n/a	Collections Manager
11-3031.02	n/a	n/a	Commercial Banker
11-3031.02	n/a	n/a	Cost Accounting Manager
11-3031.02	n/a	n/a	Credit Administration Manager
11-3031.02	n/a	n/a	Credit and Collection Manager
11-3031.02	n/a	n/a	Credit Department Manager
11-3031.02	n/a	n/a	Credit Office Manager
11-3031.02	n/a	n/a	Credit Union Manager
11-3031.02	n/a	n/a	Director of Finance
11-3031.02	n/a	n/a	District Manager
11-3031.02	n/a	n/a	Exchange Floor Manager
11-3031.02	n/a	n/a	Factor
11-3031.02	n/a	n/a	Field Supervisor
11-3031.02	n/a	n/a	Finance Director
11-3031.02	n/a	n/a	Finance Manager
11-3031.02	n/a	n/a	Finance Officer
11-3031.02	n/a	n/a	Financial Administrator
11-3031.02	n/a	n/a	Financial Center Manager
11-3031.02	n/a	n/a	Financial Engineer
11-3031.02	n/a	n/a	Financial Institution Assistant Branch Manager
11-3031.02	n/a	n/a	Financial Institution Branch Manager
11-3031.02	n/a	n/a	Financial Institution Manager
11-3031.02	n/a	n/a	Financial Supervisor
11-3031.02	n/a	n/a	Fiscal Manager
11-3031.02	n/a	n/a	Fiscal Specialist
11-3031.02	n/a	n/a	Foreign Exchange Dealer
11-3031.02	n/a	n/a	International Bank Manager
11-3031.02	n/a	n/a	International Banker
11-3031.02	n/a	n/a	Investment Manager
11-3031.02	n/a	n/a	Investment Officer
11-3031.02	n/a	n/a	Loan Administrator
11-3031.02	n/a	n/a	Loan and Credit Manager
11-3031.02	n/a	n/a	Loan Manager
11-3031.02	n/a	n/a	Operations Officer
11-3031.02	n/a	n/a	Paymaster
11-3031.02	n/a	n/a	Regional Manager
11-3031.02	n/a	n/a	Reimbursement Director
11-3031.02	n/a	n/a	Relationship Manager
11-3031.02	n/a	n/a	Risk and Insurance Manager
11-3031.02	n/a	n/a	Risk Management Director
11-3031.02	n/a	n/a	Service Center Manager
11-3031.02	n/a	n/a	Trust Officer
11-3031.02	n/a	n/a	Vice President
11-3031.02	n/a	n/a	Assistant Manager
11-3031.02	n/a	n/a	Assistant Vice President (AVP)
11-3031.02	n/a	n/a	Banking Center Manager (BCM)
11-3031.02	n/a	n/a	Banking Officer
11-3031.02	n/a	n/a	Branch Manager
11-3031.02	n/a	n/a	Credit Administration Manager
11-3031.02	n/a	n/a	Financial Center Manager
11-3031.02	n/a	n/a	Regional Manager
11-3031.02	n/a	n/a	Service Center Manager
11-3031.02	n/a	n/a	Vice President
11-3051.00	Industrial Production Managers	Plan, direct, or coordinate the work activities and resources necessary for manufacturing products in accordance with cost, quality, and quantity specifications.	n/a
11-3051.00	n/a	n/a	Area Plant Manager
11-3051.00	n/a	n/a	Branch Manager
11-3051.00	n/a	n/a	Brewing Director
11-3051.00	n/a	n/a	Bulk Plant Manager
11-3051.00	n/a	n/a	Car Construction Superintendent
11-3051.00	n/a	n/a	Concrete Mixing Plant Superintendent
11-3051.00	n/a	n/a	Correctional Facility Industries Superintendent
11-3051.00	n/a	n/a	Demand Planner
11-3051.00	n/a	n/a	Dental Laboratory Manager
11-3051.00	n/a	n/a	Director of Manufacturing
11-3051.00	n/a	n/a	Factory Manager
11-3051.00	n/a	n/a	Factory Superintendent
11-3051.00	n/a	n/a	Food Processing Plant Manager
11-3051.00	n/a	n/a	General Milling Superintendent
11-3051.00	n/a	n/a	General Production Manager
11-3051.00	n/a	n/a	General Supervisor
11-3051.00	n/a	n/a	Industrial Production Manager
11-3051.00	n/a	n/a	Maintenance Planner
11-3051.00	n/a	n/a	Manufacturer
11-3051.00	n/a	n/a	Manufacturing Coordinator
11-3051.00	n/a	n/a	Manufacturing Director
11-3051.00	n/a	n/a	Manufacturing Manager
11-3051.00	n/a	n/a	Manufacturing Planner
11-3051.00	n/a	n/a	Materials Coordinator
11-3051.00	n/a	n/a	Materials Planner
11-3051.00	n/a	n/a	Plant Chief
11-3051.00	n/a	n/a	Plant General Manager
11-3051.00	n/a	n/a	Plant Manager
11-3051.00	n/a	n/a	Plant Senior Manager
11-3051.00	n/a	n/a	Plant Superintendent
11-3051.00	n/a	n/a	Product Line Manager
11-3051.00	n/a	n/a	Production Control Manager
11-3051.00	n/a	n/a	Production Control Supervisor
11-3051.00	n/a	n/a	Production Foreman
11-3051.00	n/a	n/a	Production Manager
11-3051.00	n/a	n/a	Production Superintendent
11-3051.00	n/a	n/a	Quality Assurance Manager (QA Manager)
11-3051.00	n/a	n/a	Quality Assurance Supervisor (QA Supervisor)
11-3051.00	n/a	n/a	Quality Control Manager (QC Manager)
11-3051.00	n/a	n/a	Quality Controller
11-3051.00	n/a	n/a	Quality Manager
11-3051.00	n/a	n/a	Quality Supervisor
11-3051.00	n/a	n/a	Sawmill Manager
11-3051.00	n/a	n/a	Sub Plant Manager
11-3051.00	n/a	n/a	Superintendent
11-3051.00	n/a	n/a	Supervisor, Production, Managing
11-3051.00	n/a	n/a	Tablet and Capsule Manufacturing Department Manager
11-3051.00	n/a	n/a	Wine Maker
11-3051.00	n/a	n/a	Area Plant Manager
11-3051.00	n/a	n/a	General Production Manager
11-3051.00	n/a	n/a	Manufacturing Coordinator
11-3051.00	n/a	n/a	Manufacturing Manager
11-3051.00	n/a	n/a	Plant Manager
11-3051.00	n/a	n/a	Plant Senior Manager
11-3051.00	n/a	n/a	Product Line Manager
11-3051.00	n/a	n/a	Production Control Manager
11-3051.00	n/a	n/a	Production Manager
11-3051.00	n/a	n/a	Sub Plant Manager
11-3051.01	Quality Control Systems Managers	Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control quality of laboratory and production efforts.	n/a
11-3051.01	n/a	n/a	Associate Director, QA
11-3051.01	n/a	n/a	Director of Quality
11-3051.01	n/a	n/a	Lab Manager
11-3051.01	n/a	n/a	Laboratory Manager
11-3051.01	n/a	n/a	QA Manager
11-3051.01	n/a	n/a	Quality Assurance Coordinator
11-3051.01	n/a	n/a	Quality Assurance Manager
11-3051.01	n/a	n/a	Quality Assurance Supervisor
11-3051.01	n/a	n/a	Quality Control
11-3051.01	n/a	n/a	Quality Control Director
11-3051.01	n/a	n/a	Quality Control Manager
11-3051.01	n/a	n/a	Quality Control Microbiology Supervisor
11-3051.01	n/a	n/a	Quality Control Supervisor
11-3051.01	n/a	n/a	Quality Control Systems Manager
11-3051.01	n/a	n/a	Quality Manager
11-3051.01	n/a	n/a	Quality Supervisor
11-3051.01	n/a	n/a	Safety Manager
